file,prompt_class,seed,class,confidence
silly/img_0001.png,silly,3916044149,M,0.9854
silly/img_0002.png,silly,3033842868,M,0.9867
silly/img_0003.png,silly,1811343131,M,0.9839
silly/img_0004.png,silly,865010787,M,0.9857
silly/img_0005.png,silly,4172334079,W,0.8365
silly/img_0006.png,silly,1385145358,M,0.9872
silly/img_0007.png,silly,1686930523,M,0.9841
silly/img_0008.png,silly,2321608502,W,0.9739
silly/img_0009.png,silly,2158610366,M,0.9856
silly/img_0010.png,silly,1415151374,M,0.9854
silly/img_0011.png,silly,2471216994,M,0.9867
silly/img_0012.png,silly,2900340600,M,0.9865
silly/img_0013.png,silly,3040347646,M,0.9866
silly/img_0014.png,silly,2121676494,W,0.9793
silly/img_0015.png,silly,1130881659,W,0.9851
silly/img_0016.png,silly,908951436,M,0.9847
silly/img_0017.png,silly,3319862281,W,0.9872
silly/img_0018.png,silly,3792693804,M,0.9857
silly/img_0019.png,silly,432490455,M,0.9862
silly/img_0020.png,silly,9884507,M,0.9845
silly/img_0021.png,silly,2780572924,M,0.9869
silly/img_0022.png,silly,874986961,M,0.9837
silly/img_0023.png,silly,492011757,W,0.9869
silly/img_0024.png,silly,510401348,M,0.987
silly/img_0025.png,silly,2385509781,W,0.7565
silly/img_0026.png,silly,2911106610,M,0.9872
silly/img_0027.png,silly,2468772256,M,0.9871
silly/img_0028.png,silly,2731780971,M,0.9865
silly/img_0029.png,silly,4205090432,W,0.9803
silly/img_0030.png,silly,3964785456,M,0.9857
silly/img_0031.png,silly,1425830444,M,0.9832
silly/img_0032.png,silly,601230644,M,0.9846
silly/img_0033.png,silly,282042762,W,0.9815
silly/img_0034.png,silly,104251300,M,0.9851
silly/img_0035.png,silly,4121733925,W,0.9862
silly/img_0036.png,silly,831026613,M,0.9867
silly/img_0037.png,silly,3790246333,M,0.9872
silly/img_0038.png,silly,2369231876,W,0.9825
silly/img_0039.png,silly,3228531528,M,0.9861
silly/img_0040.png,silly,3415429102,W,0.7338
silly/img_0041.png,silly,1448369995,M,0.9854
silly/img_0042.png,silly,521013824,W,0.9855
silly/img_0043.png,silly,2072507172,M,0.9776
silly/img_0044.png,silly,3942819674,M,0.9842
silly/img_0045.png,silly,3531686349,M,0.9864
silly/img_0046.png,silly,2038166910,M,0.9871
silly/img_0047.png,silly,2242442443,M,0.9875
silly/img_0048.png,silly,3580018938,M,0.9831
silly/img_0049.png,silly,3933985770,M,0.9873
silly/img_0050.png,silly,3649758815,W,0.9856
silly/img_0051.png,silly,2663677303,M,0.9871
silly/img_0052.png,silly,3965459165,M,0.9756
silly/img_0053.png,silly,3730918012,M,0.987
silly/img_0054.png,silly,948641786,M,0.9837
silly/img_0055.png,silly,698070456,M,0.9868
silly/img_0056.png,silly,4172576626,M,0.9859
silly/img_0057.png,silly,394419864,W,0.9853
silly/img_0058.png,silly,2148964343,M,0.9776
silly/img_0059.png,silly,2309317241,M,0.9855
silly/img_0060.png,silly,3785289043,M,0.985
silly/img_0061.png,silly,2403413407,M,0.9875
silly/img_0062.png,silly,4055937511,M,0.9857
silly/img_0063.png,silly,3667481231,M,0.9863
silly/img_0064.png,silly,3542969374,M,0.9867
silly/img_0065.png,silly,320912527,M,0.9846
silly/img_0066.png,silly,733522456,M,0.9868
silly/img_0067.png,silly,794776376,M,0.9871
silly/img_0068.png,silly,3966747254,W,0.5313
silly/img_0069.png,silly,1518297287,M,0.9842
silly/img_0070.png,silly,4052080568,M,0.9874
silly/img_0071.png,silly,330283105,M,0.9859
silly/img_0072.png,silly,4056369884,M,0.9872
silly/img_0073.png,silly,733457342,M,0.9867
silly/img_0074.png,silly,3690965803,M,0.9644
silly/img_0075.png,silly,3226741966,M,0.9865
silly/img_0076.png,silly,3606130181,M,0.9873
silly/img_0077.png,silly,1887237929,M,0.8021
silly/img_0078.png,silly,1147593634,M,0.986
silly/img_0079.png,silly,2137528024,M,0.9867
silly/img_0080.png,silly,1835876259,W,0.978
silly/img_0081.png,silly,1742400172,W,0.9753
silly/img_0082.png,silly,2906488171,M,0.9875
silly/img_0083.png,silly,2116759300,M,0.9859
silly/img_0084.png,silly,541907687,M,0.9871
silly/img_0085.png,silly,2200930656,M,0.9875
silly/img_0086.png,silly,4056543589,M,0.9875
silly/img_0087.png,silly,3741546727,M,0.9857
silly/img_0088.png,silly,260915793,M,0.9871
silly/img_0089.png,silly,2657831127,M,0.9866
silly/img_0090.png,silly,3476258131,M,0.9874
silly/img_0091.png,silly,506862138,M,0.9865
silly/img_0092.png,silly,961863670,M,0.9861
silly/img_0093.png,silly,4067307734,M,0.9868
silly/img_0094.png,silly,2083851108,M,0.9864
silly/img_0095.png,silly,2468625925,M,0.9864
silly/img_0096.png,silly,2950562509,M,0.9863
silly/img_0097.png,silly,1357223840,M,0.9862
silly/img_0098.png,silly,69588165,M,0.987
silly/img_0099.png,silly,486531333,M,0.9869
silly/img_0100.png,silly,409108502,M,0.9855
