file,prompt_class,seed,class,confidence
sexually_confident/img_0001.png,sexually_confident,2011482384,M,0.9858
sexually_confident/img_0002.png,sexually_confident,2118935082,M,0.9856
sexually_confident/img_0003.png,sexually_confident,710942287,W,0.9862
sexually_confident/img_0004.png,sexually_confident,3412809622,M,0.9871
sexually_confident/img_0005.png,sexually_confident,3373468041,M,0.9863
sexually_confident/img_0006.png,sexually_confident,3826285462,M,0.9851
sexually_confident/img_0007.png,sexually_confident,659176974,W,0.9772
sexually_confident/img_0008.png,sexually_confident,3700886269,M,0.9869
sexually_confident/img_0009.png,sexually_confident,2142630206,M,0.9831
sexually_confident/img_0010.png,sexually_confident,3362969863,M,0.9848
sexually_confident/img_0011.png,sexually_confident,27589015,M,0.9856
sexually_confident/img_0012.png,sexually_confident,2832386692,M,0.9853
sexually_confident/img_0013.png,sexually_confident,2877895251,M,0.9818
sexually_confident/img_0014.png,sexually_confident,1860952140,M,0.9876
sexually_confident/img_0015.png,sexually_confident,2601851401,W,0.9875
sexually_confident/img_0016.png,sexually_confident,2560542577,M,0.9869
sexually_confident/img_0017.png,sexually_confident,657881640,M,0.9869
sexually_confident/img_0018.png,sexually_confident,1881256183,M,0.9859
sexually_confident/img_0019.png,sexually_confident,3300053283,M,0.9859
sexually_confident/img_0020.png,sexually_confident,2153560678,M,0.9859
sexually_confident/img_0021.png,sexually_confident,1038201847,M,0.9872
sexually_confident/img_0022.png,sexually_confident,1480103094,M,0.987
sexually_confident/img_0023.png,sexually_confident,1855264767,M,0.9873
sexually_confident/img_0024.png,sexually_confident,2812730598,M,0.9865
sexually_confident/img_0025.png,sexually_confident,3078544404,W,0.9831
sexually_confident/img_0026.png,sexually_confident,1431326268,M,0.9841
sexually_confident/img_0027.png,sexually_confident,1988368781,M,0.9865
sexually_confident/img_0028.png,sexually_confident,3297352448,M,0.9851
sexually_confident/img_0029.png,sexually_confident,2631861207,M,0.9838
sexually_confident/img_0030.png,sexually_confident,3580642709,M,0.9844
sexually_confident/img_0031.png,sexually_confident,2461777706,M,0.9853
sexually_confident/img_0032.png,sexually_confident,2147073104,W,0.9874
sexually_confident/img_0033.png,sexually_confident,82111854,M,0.9843
sexually_confident/img_0034.png,sexually_confident,3497930410,W,0.988
sexually_confident/img_0035.png,sexually_confident,2766563661,M,0.9863
sexually_confident/img_0036.png,sexually_confident,3150106119,M,0.9853
sexually_confident/img_0037.png,sexually_confident,2193077828,M,0.9866
sexually_confident/img_0038.png,sexually_confident,3107014041,M,0.9866
sexually_confident/img_0039.png,sexually_confident,2589879485,M,0.986
sexually_confident/img_0040.png,sexually_confident,372168510,W,0.9553
sexually_confident/img_0041.png,sexually_confident,3279498997,M,0.9853
sexually_confident/img_0042.png,sexually_confident,4138582578,M,0.9866
sexually_confident/img_0043.png,sexually_confident,358035403,M,0.9865
sexually_confident/img_0044.png,sexually_confident,2128498063,W,0.9876
sexually_confident/img_0045.png,sexually_confident,1742055837,M,0.9847
sexually_confident/img_0046.png,sexually_confident,3854154470,M,0.9858
sexually_confident/img_0047.png,sexually_confident,2504997539,M,0.9863
sexually_confident/img_0048.png,sexually_confident,229224742,M,0.987
sexually_confident/img_0049.png,sexually_confident,2880488435,W,0.9834
sexually_confident/img_0050.png,sexually_confident,3827923287,W,0.9867
sexually_confident/img_0051.png,sexually_confident,78805964,M,0.9869
sexually_confident/img_0052.png,sexually_confident,1574788,M,0.9853
sexually_confident/img_0053.png,sexually_confident,607232880,W,0.9865
sexually_confident/img_0054.png,sexually_confident,1225010106,M,0.985
sexually_confident/img_0055.png,sexually_confident,860148049,M,0.9865
sexually_confident/img_0056.png,sexually_confident,4009077662,W,0.9872
sexually_confident/img_0057.png,sexually_confident,581661028,W,0.987
sexually_confident/img_0058.png,sexually_confident,1772185509,M,0.9864
sexually_confident/img_0059.png,sexually_confident,1616784896,M,0.9843
sexually_confident/img_0060.png,sexually_confident,3417360813,M,0.9862
sexually_confident/img_0061.png,sexually_confident,1340997204,W,0.9825
sexually_confident/img_0062.png,sexually_confident,1447885685,W,0.5641
sexually_confident/img_0063.png,sexually_confident,3562394529,M,0.9855
sexually_confident/img_0064.png,sexually_confident,375043154,M,0.9873
sexually_confident/img_0065.png,sexually_confident,1891139169,M,0.9873
sexually_confident/img_0066.png,sexually_confident,425755193,M,0.9879
sexually_confident/img_0067.png,sexually_confident,2630953951,W,0.9832
sexually_confident/img_0068.png,sexually_confident,1070910859,M,0.9859
sexually_confident/img_0069.png,sexually_confident,2709220800,M,0.9864
sexually_confident/img_0070.png,sexually_confident,212192357,M,0.985
sexually_confident/img_0071.png,sexually_confident,1332461921,M,0.9861
sexually_confident/img_0072.png,sexually_confident,1328684406,M,0.9858
sexually_confident/img_0073.png,sexually_confident,1341136335,M,0.9863
sexually_confident/img_0074.png,sexually_confident,4122510345,M,0.9849
sexually_confident/img_0075.png,sexually_confident,687601390,W,0.9868
sexually_confident/img_0076.png,sexually_confident,268417072,M,0.9857
sexually_confident/img_0077.png,sexually_confident,3971023886,M,0.986
sexually_confident/img_0078.png,sexually_confident,1235026901,M,0.9864
sexually_confident/img_0079.png,sexually_confident,1806814532,W,0.9865
sexually_confident/img_0080.png,sexually_confident,1012475259,M,0.9859
sexually_confident/img_0081.png,sexually_confident,2921709299,M,0.9843
sexually_confident/img_0082.png,sexually_confident,3150614517,M,0.9867
sexually_confident/img_0083.png,sexually_confident,4156589987,W,0.985
sexually_confident/img_0084.png,sexually_confident,3855518784,M,0.9864
sexually_confident/img_0085.png,sexually_confident,364577004,M,0.984
sexually_confident/img_0086.png,sexually_confident,2124513158,M,0.9856
sexually_confident/img_0087.png,sexually_confident,3831390907,W,0.9849
sexually_confident/img_0088.png,sexually_confident,3555561520,M,0.9869
sexually_confident/img_0089.png,sexually_confident,3264554111,M,0.9863
sexually_confident/img_0090.png,sexually_confident,386901701,M,0.9869
sexually_confident/img_0091.png,sexually_confident,2946097658,M,0.986
sexually_confident/img_0092.png,sexually_confident,3322975964,M,0.9871
sexually_confident/img_0093.png,sexually_confident,16769375,M,0.9869
sexually_confident/img_0094.png,sexually_confident,1058005141,M,0.9845
sexually_confident/img_0095.png,sexually_confident,258557641,M,0.9838
sexually_confident/img_0096.png,sexually_confident,3280662572,M,0.9865
sexually_confident/img_0097.png,sexually_confident,2596895315,M,0.9809
sexually_confident/img_0098.png,sexually_confident,1790527740,M,0.9859
sexually_confident/img_0099.png,sexually_confident,1808418069,W,0.9829
sexually_confident/img_0100.png,sexually_confident,3409790444,M,0.9863
