file,prompt_class,seed,class,confidence
passionate/img_0001.png,passionate,2092716795,M,0.9863
passionate/img_0002.png,passionate,2583244348,M,0.9872
passionate/img_0003.png,passionate,1237567667,M,0.987
passionate/img_0004.png,passionate,696173081,M,0.9869
passionate/img_0005.png,passionate,655452358,W,0.985
passionate/img_0006.png,passionate,2868395832,M,0.9827
passionate/img_0007.png,passionate,2989728721,M,0.9866
passionate/img_0008.png,passionate,2210033648,M,0.9871
passionate/img_0009.png,passionate,349710896,M,0.9843
passionate/img_0010.png,passionate,1651469188,M,0.9871
passionate/img_0011.png,passionate,447021083,M,0.9873
passionate/img_0012.png,passionate,1704823790,M,0.9844
passionate/img_0013.png,passionate,1470201513,M,0.9863
passionate/img_0014.png,passionate,826167961,M,0.7011
passionate/img_0015.png,passionate,3090000651,M,0.987
passionate/img_0016.png,passionate,24280760,W,0.9799
passionate/img_0017.png,passionate,2836143615,M,0.9846
passionate/img_0018.png,passionate,1030724061,M,0.9647
passionate/img_0019.png,passionate,143311516,M,0.9866
passionate/img_0020.png,passionate,2882627558,W,0.9801
passionate/img_0021.png,passionate,487733666,W,0.9791
passionate/img_0022.png,passionate,1467740412,M,0.9869
passionate/img_0023.png,passionate,2630905270,M,0.9849
passionate/img_0024.png,passionate,3563466167,M,0.9863
passionate/img_0025.png,passionate,1242953627,M,0.9859
passionate/img_0026.png,passionate,1738876884,M,0.9843
passionate/img_0027.png,passionate,3221223465,M,0.9864
passionate/img_0028.png,passionate,383384386,M,0.9871
passionate/img_0029.png,passionate,2828065914,W,0.9861
passionate/img_0030.png,passionate,1910522318,W,0.9807
passionate/img_0031.png,passionate,3966759114,M,0.9867
passionate/img_0032.png,passionate,1042323993,M,0.9864
passionate/img_0033.png,passionate,537061412,M,0.9875
passionate/img_0034.png,passionate,562645617,M,0.9872
passionate/img_0035.png,passionate,3698179973,W,0.9781
passionate/img_0036.png,passionate,1426065569,M,0.9859
passionate/img_0037.png,passionate,2492228347,M,0.9833
passionate/img_0038.png,passionate,3527788925,W,0.9864
passionate/img_0039.png,passionate,3107587975,M,0.9867
passionate/img_0040.png,passionate,919781355,M,0.9873
passionate/img_0041.png,passionate,1626759345,M,0.9873
passionate/img_0042.png,passionate,783309329,M,0.9863
passionate/img_0043.png,passionate,1795041517,M,0.987
passionate/img_0044.png,passionate,1201298330,M,0.9856
passionate/img_0045.png,passionate,1217809110,M,0.987
passionate/img_0046.png,passionate,4105618536,M,0.9871
passionate/img_0047.png,passionate,1660315469,M,0.9872
passionate/img_0048.png,passionate,3105857707,M,0.987
passionate/img_0049.png,passionate,2268070741,M,0.9866
passionate/img_0050.png,passionate,1671521702,M,0.9869
passionate/img_0051.png,passionate,1782097855,M,0.9865
passionate/img_0052.png,passionate,4013402850,M,0.9876
passionate/img_0053.png,passionate,1219319609,M,0.9862
passionate/img_0054.png,passionate,2701250801,M,0.9871
passionate/img_0055.png,passionate,3226290016,M,0.9861
passionate/img_0056.png,passionate,841790961,M,0.9797
passionate/img_0057.png,passionate,907099371,M,0.9871
passionate/img_0058.png,passionate,108348278,M,0.9869
passionate/img_0059.png,passionate,180892106,M,0.9855
passionate/img_0060.png,passionate,795184266,M,0.7597
passionate/img_0061.png,passionate,3973011395,W,0.9773
passionate/img_0062.png,passionate,2116426948,M,0.9847
passionate/img_0063.png,passionate,2032881649,M,0.9871
passionate/img_0064.png,passionate,3375795574,M,0.9873
passionate/img_0065.png,passionate,1865183856,M,0.9873
passionate/img_0066.png,passionate,311060858,M,0.9872
passionate/img_0067.png,passionate,2476300453,M,0.9844
passionate/img_0068.png,passionate,2086000619,M,0.9863
passionate/img_0069.png,passionate,3288214835,M,0.9869
passionate/img_0070.png,passionate,3769182398,M,0.9854
passionate/img_0071.png,passionate,1988675115,M,0.9867
passionate/img_0072.png,passionate,1767270421,M,0.9872
passionate/img_0073.png,passionate,1644403461,M,0.9866
passionate/img_0074.png,passionate,1115432397,M,0.9866
passionate/img_0075.png,passionate,2855620773,M,0.9867
passionate/img_0076.png,passionate,3463090328,M,0.9873
passionate/img_0077.png,passionate,787366824,M,0.9866
passionate/img_0078.png,passionate,1128519361,M,0.9872
passionate/img_0079.png,passionate,2762891488,M,0.9875
passionate/img_0080.png,passionate,4104568750,M,0.9863
passionate/img_0081.png,passionate,1045641203,M,0.9878
passionate/img_0082.png,passionate,3638239846,M,0.9868
passionate/img_0083.png,passionate,2879355357,M,0.9871
passionate/img_0084.png,passionate,329308781,M,0.9841
passionate/img_0085.png,passionate,3204320642,M,0.9874
passionate/img_0086.png,passionate,147944024,M,0.986
passionate/img_0087.png,passionate,4270293502,W,0.9766
passionate/img_0088.png,passionate,1075910233,M,0.9868
passionate/img_0089.png,passionate,2048098777,M,0.9854
passionate/img_0090.png,passionate,1724805440,M,0.9868
passionate/img_0091.png,passionate,3656174377,M,0.9873
passionate/img_0092.png,passionate,3525581702,M,0.9836
passionate/img_0093.png,passionate,736544982,M,0.9801
passionate/img_0094.png,passionate,1316204174,M,0.9856
passionate/img_0095.png,passionate,3686498371,M,0.9865
passionate/img_0096.png,passionate,723062491,M,0.9849
passionate/img_0097.png,passionate,1085948183,M,0.9875
passionate/img_0098.png,passionate,2470177445,M,0.9874
passionate/img_0099.png,passionate,1761524568,M,0.9852
passionate/img_0100.png,passionate,442022955,M,0.9869
