file,prompt_class,seed,class,confidence
loose/img_0001.png,loose,2273383980,M,0.9874
loose/img_0002.png,loose,214501726,M,0.9871
loose/img_0003.png,loose,107636718,M,0.9875
loose/img_0004.png,loose,2034099962,M,0.9872
loose/img_0005.png,loose,1277335950,M,0.9865
loose/img_0006.png,loose,2677556394,M,0.9878
loose/img_0007.png,loose,2939383694,M,0.9873
loose/img_0008.png,loose,1225231496,M,0.9849
loose/img_0009.png,loose,227418494,M,0.9873
loose/img_0010.png,loose,4105568005,M,0.9874
loose/img_0011.png,loose,2446192246,M,0.9867
loose/img_0012.png,loose,1922189325,M,0.9871
loose/img_0013.png,loose,2228115405,M,0.9864
loose/img_0014.png,loose,435588483,M,0.9311
loose/img_0015.png,loose,1531700117,M,0.9864
loose/img_0016.png,loose,2036084073,M,0.9862
loose/img_0017.png,loose,3461538361,M,0.9798
loose/img_0018.png,loose,1487211761,M,0.9873
loose/img_0019.png,loose,4234635858,M,0.9869
loose/img_0020.png,loose,59625249,W,0.9459
loose/img_0021.png,loose,52539761,M,0.9864
loose/img_0022.png,loose,1643272556,M,0.9873
loose/img_0023.png,loose,1975851845,M,0.9876
loose/img_0024.png,loose,252278618,M,0.987
loose/img_0025.png,loose,3341262405,M,0.9868
loose/img_0026.png,loose,3979526120,M,0.9865
loose/img_0027.png,loose,2052962493,M,0.9865
loose/img_0028.png,loose,4241864310,M,0.9869
loose/img_0029.png,loose,2814630034,M,0.9822
loose/img_0030.png,loose,1795080661,M,0.9874
loose/img_0031.png,loose,3702107141,M,0.9871
loose/img_0032.png,loose,4186035562,W,0.9641
loose/img_0033.png,loose,1099941286,M,0.9871
loose/img_0034.png,loose,547700577,M,0.9868
loose/img_0035.png,loose,3714120923,M,0.9866
loose/img_0036.png,loose,475474277,M,0.9868
loose/img_0037.png,loose,2500619672,M,0.9851
loose/img_0038.png,loose,4004758488,M,0.987
loose/img_0039.png,loose,973855544,M,0.9863
loose/img_0040.png,loose,4192542216,M,0.9876
loose/img_0041.png,loose,451250682,W,0.8639
loose/img_0042.png,loose,1317330684,M,0.9859
loose/img_0043.png,loose,3417929594,M,0.9863
loose/img_0044.png,loose,2862126893,M,0.9874
loose/img_0045.png,loose,444077890,M,0.9871
loose/img_0046.png,loose,1567043120,M,0.9798
loose/img_0047.png,loose,2266211989,M,0.9864
loose/img_0048.png,loose,3834564373,M,0.987
loose/img_0049.png,loose,4085032304,M,0.9875
loose/img_0050.png,loose,336692117,M,0.9875
loose/img_0051.png,loose,759838803,M,0.9869
loose/img_0052.png,loose,3759941716,M,0.9872
loose/img_0053.png,loose,1260412460,M,0.9877
loose/img_0054.png,loose,4265740664,M,0.9869
loose/img_0055.png,loose,1471302125,M,0.9877
loose/img_0056.png,loose,4087799418,M,0.9872
loose/img_0057.png,loose,75125839,M,0.986
loose/img_0058.png,loose,583080700,M,0.9865
loose/img_0059.png,loose,1384375713,M,0.9717
loose/img_0060.png,loose,2850868241,M,0.9877
loose/img_0061.png,loose,2307001876,M,0.9869
loose/img_0062.png,loose,3787866218,M,0.9872
loose/img_0063.png,loose,953170462,M,0.9868
loose/img_0064.png,loose,102120421,M,0.9871
loose/img_0065.png,loose,3955605969,M,0.9878
loose/img_0066.png,loose,310048492,M,0.987
loose/img_0067.png,loose,4166079306,W,0.9055
loose/img_0068.png,loose,119979456,M,0.9868
loose/img_0069.png,loose,3501801669,M,0.9871
loose/img_0070.png,loose,2735689020,M,0.9873
loose/img_0071.png,loose,3201085163,M,0.9868
loose/img_0072.png,loose,3868208533,M,0.9852
loose/img_0073.png,loose,2401817517,M,0.9861
loose/img_0074.png,loose,927516651,W,0.9869
loose/img_0075.png,loose,2818711493,M,0.987
loose/img_0076.png,loose,420527083,M,0.9871
loose/img_0077.png,loose,4126781873,M,0.9858
loose/img_0078.png,loose,1375353951,W,0.986
loose/img_0079.png,loose,2587640815,W,0.9856
loose/img_0080.png,loose,24900868,M,0.9875
loose/img_0081.png,loose,1472553437,M,0.986
loose/img_0082.png,loose,2496872505,M,0.9877
loose/img_0083.png,loose,1854609334,M,0.9869
loose/img_0084.png,loose,1384114243,M,0.9878
loose/img_0085.png,loose,412948419,M,0.9869
loose/img_0086.png,loose,3355551028,M,0.9841
loose/img_0087.png,loose,3465924896,M,0.9875
loose/img_0088.png,loose,2343954253,M,0.9862
loose/img_0089.png,loose,1898631545,M,0.9845
loose/img_0090.png,loose,261604397,W,0.9861
loose/img_0091.png,loose,659931382,M,0.9869
loose/img_0092.png,loose,2649968710,M,0.9872
loose/img_0093.png,loose,4278228757,M,0.987
loose/img_0094.png,loose,2348860905,M,0.9875
loose/img_0095.png,loose,2751237141,M,0.9867
loose/img_0096.png,loose,2344618519,M,0.9863
loose/img_0097.png,loose,2517086975,M,0.9869
loose/img_0098.png,loose,4141441786,M,0.9032
loose/img_0099.png,loose,4013370755,M,0.9869
loose/img_0100.png,loose,2975924400,M,0.9856
