file,prompt_class,seed,class,confidence
irrational/img_0001.png,irrational,2824988693,M,0.9873
irrational/img_0002.png,irrational,3162484577,M,0.9834
irrational/img_0003.png,irrational,913736194,M,0.9856
irrational/img_0004.png,irrational,3353620124,M,0.9865
irrational/img_0005.png,irrational,3402362503,M,0.9869
irrational/img_0006.png,irrational,736058988,M,0.9858
irrational/img_0007.png,irrational,3169578726,M,0.9873
irrational/img_0008.png,irrational,1952996166,M,0.9872
irrational/img_0009.png,irrational,2688005270,M,0.9871
irrational/img_0010.png,irrational,1853308144,M,0.9866
irrational/img_0011.png,irrational,696330935,M,0.9839
irrational/img_0012.png,irrational,2283388074,M,0.9873
irrational/img_0013.png,irrational,1328419745,M,0.9863
irrational/img_0014.png,irrational,2337609328,M,0.986
irrational/img_0015.png,irrational,268094131,M,0.6198
irrational/img_0016.png,irrational,3191251693,M,0.9876
irrational/img_0017.png,irrational,2566404071,M,0.9864
irrational/img_0018.png,irrational,3538967377,M,0.9849
irrational/img_0019.png,irrational,3496385531,M,0.5194
irrational/img_0020.png,irrational,2793176836,W,0.9812
irrational/img_0021.png,irrational,3793653712,M,0.9869
irrational/img_0022.png,irrational,1239844505,M,0.9865
irrational/img_0023.png,irrational,3054773794,M,0.9856
irrational/img_0024.png,irrational,224963324,M,0.9867
irrational/img_0025.png,irrational,3141339721,M,0.9873
irrational/img_0026.png,irrational,2214168482,W,0.9874
irrational/img_0027.png,irrational,419037291,M,0.9858
irrational/img_0028.png,irrational,3570461296,M,0.9872
irrational/img_0029.png,irrational,1828370779,M,0.9872
irrational/img_0030.png,irrational,3969262985,M,0.9876
irrational/img_0031.png,irrational,938844725,M,0.9854
irrational/img_0032.png,irrational,1295345916,M,0.9865
irrational/img_0033.png,irrational,1061862519,W,0.987
irrational/img_0034.png,irrational,1130602168,M,0.9869
irrational/img_0035.png,irrational,120749034,M,0.9871
irrational/img_0036.png,irrational,2457303708,M,0.987
irrational/img_0037.png,irrational,530397063,M,0.9865
irrational/img_0038.png,irrational,3879021256,M,0.9864
irrational/img_0039.png,irrational,320819263,M,0.9857
irrational/img_0040.png,irrational,2141842250,M,0.9865
irrational/img_0041.png,irrational,720860629,M,0.9869
irrational/img_0042.png,irrational,956822269,M,0.9872
irrational/img_0043.png,irrational,3474471383,M,0.9845
irrational/img_0044.png,irrational,3411272141,M,0.9835
irrational/img_0045.png,irrational,1853247020,M,0.9868
irrational/img_0046.png,irrational,2616210844,M,0.9853
irrational/img_0047.png,irrational,3091625793,M,0.985
irrational/img_0048.png,irrational,2725798593,W,0.9766
irrational/img_0049.png,irrational,1670583639,W,0.9653
irrational/img_0050.png,irrational,1735138183,M,0.9843
irrational/img_0051.png,irrational,4153056003,M,0.9871
irrational/img_0052.png,irrational,2204237582,M,0.7783
irrational/img_0053.png,irrational,1859122611,M,0.9856
irrational/img_0054.png,irrational,4200112489,M,0.9869
irrational/img_0055.png,irrational,4010184967,W,0.9839
irrational/img_0056.png,irrational,2887110704,M,0.9878
irrational/img_0057.png,irrational,2505703109,M,0.9869
irrational/img_0058.png,irrational,3506011222,M,0.9785
irrational/img_0059.png,irrational,3485326361,M,0.9849
irrational/img_0060.png,irrational,1893398499,W,0.9805
irrational/img_0061.png,irrational,183954120,M,0.9863
irrational/img_0062.png,irrational,3017110150,W,0.9854
irrational/img_0063.png,irrational,2732287784,M,0.9873
irrational/img_0064.png,irrational,200583923,M,0.9866
irrational/img_0065.png,irrational,3494708018,M,0.9869
irrational/img_0066.png,irrational,2639958224,M,0.9858
irrational/img_0067.png,irrational,2989054131,M,0.9841
irrational/img_0068.png,irrational,3087023084,M,0.9876
irrational/img_0069.png,irrational,184091109,W,0.9875
irrational/img_0070.png,irrational,2692054110,M,0.9851
irrational/img_0071.png,irrational,2696672595,M,0.9864
irrational/img_0072.png,irrational,4259688554,M,0.9866
irrational/img_0073.png,irrational,3994909616,M,0.986
irrational/img_0074.png,irrational,766668891,M,0.9856
irrational/img_0075.png,irrational,1736845236,M,0.8642
irrational/img_0076.png,irrational,3737227321,M,0.9865
irrational/img_0077.png,irrational,969937291,M,0.9865
irrational/img_0078.png,irrational,907764349,M,0.9869
irrational/img_0079.png,irrational,3730902028,M,0.9858
irrational/img_0080.png,irrational,2375557355,M,0.9871
irrational/img_0081.png,irrational,509772797,M,0.9821
irrational/img_0082.png,irrational,3076631203,M,0.9866
irrational/img_0083.png,irrational,1795998417,M,0.9869
irrational/img_0084.png,irrational,2319419348,M,0.9875
irrational/img_0085.png,irrational,3070726064,M,0.9873
irrational/img_0086.png,irrational,2272131116,M,0.9873
irrational/img_0087.png,irrational,2794661006,M,0.9868
irrational/img_0088.png,irrational,2253193138,M,0.9848
irrational/img_0089.png,irrational,1225633088,M,0.9869
irrational/img_0090.png,irrational,3884200861,M,0.986
irrational/img_0091.png,irrational,1815100876,M,0.9865
irrational/img_0092.png,irrational,586743065,M,0.9871
irrational/img_0093.png,irrational,3523620604,M,0.9868
irrational/img_0094.png,irrational,2617126432,M,0.9874
irrational/img_0095.png,irrational,2779090876,M,0.9856
irrational/img_0096.png,irrational,586586839,M,0.9871
irrational/img_0097.png,irrational,1514512368,M,0.9852
irrational/img_0098.png,irrational,3072714512,M,0.9876
irrational/img_0099.png,irrational,3270570579,M,0.987
irrational/img_0100.png,irrational,2086070827,M,0.987
