file,prompt_class,seed,class,confidence
assertive/img_0001.png,assertive,4056723725,M,0.9848
assertive/img_0002.png,assertive,4252134271,M,0.987
assertive/img_0003.png,assertive,1613834111,M,0.9873
assertive/img_0004.png,assertive,2125031553,M,0.9858
assertive/img_0005.png,assertive,1527559509,M,0.987
assertive/img_0006.png,assertive,119899602,W,0.9827
assertive/img_0007.png,assertive,569951397,M,0.9868
assertive/img_0008.png,assertive,1074226423,M,0.9873
assertive/img_0009.png,assertive,69227462,M,0.9855
assertive/img_0010.png,assertive,3678609187,M,0.9867
assertive/img_0011.png,assertive,1023560676,W,0.9821
assertive/img_0012.png,assertive,4198483135,M,0.9875
assertive/img_0013.png,assertive,2633051204,M,0.9871
assertive/img_0014.png,assertive,2498131529,M,0.9873
assertive/img_0015.png,assertive,14616027,W,0.9818
assertive/img_0016.png,assertive,3455975068,M,0.9848
assertive/img_0017.png,assertive,2057275464,M,0.9873
assertive/img_0018.png,assertive,3666670776,M,0.9875
assertive/img_0019.png,assertive,1417209301,M,0.9873
assertive/img_0020.png,assertive,474458433,M,0.9846
assertive/img_0021.png,assertive,19868772,W,0.8941
assertive/img_0022.png,assertive,984764480,M,0.9869
assertive/img_0023.png,assertive,4192040728,M,0.9873
assertive/img_0024.png,assertive,2674509648,W,0.9001
assertive/img_0025.png,assertive,2575452102,M,0.9873
assertive/img_0026.png,assertive,727502212,M,0.9864
assertive/img_0027.png,assertive,1618823045,W,0.9561
assertive/img_0028.png,assertive,3597046051,M,0.9876
assertive/img_0029.png,assertive,939230281,M,0.9873
assertive/img_0030.png,assertive,1713904188,M,0.9819
assertive/img_0031.png,assertive,1441817506,M,0.9854
assertive/img_0032.png,assertive,2754315817,M,0.9854
assertive/img_0033.png,assertive,2716867389,M,0.9866
assertive/img_0034.png,assertive,3412043169,W,0.9864
assertive/img_0035.png,assertive,176766277,M,0.9867
assertive/img_0036.png,assertive,2072957262,M,0.9871
assertive/img_0037.png,assertive,3376561749,M,0.9849
assertive/img_0038.png,assertive,3217961424,M,0.9869
assertive/img_0039.png,assertive,2164525882,M,0.9859
assertive/img_0040.png,assertive,354938208,M,0.9855
assertive/img_0041.png,assertive,892637975,M,0.987
assertive/img_0042.png,assertive,3143150921,M,0.9875
assertive/img_0043.png,assertive,4092244350,M,0.9846
assertive/img_0044.png,assertive,3093084392,W,0.969
assertive/img_0045.png,assertive,3383930600,M,0.9876
assertive/img_0046.png,assertive,347708719,M,0.9681
assertive/img_0047.png,assertive,2128403280,W,0.9849
assertive/img_0048.png,assertive,3980643707,W,0.884
assertive/img_0049.png,assertive,1154264439,M,0.9844
assertive/img_0050.png,assertive,950035854,M,0.9856
assertive/img_0051.png,assertive,3989705840,M,0.9861
assertive/img_0052.png,assertive,2462430927,M,0.987
assertive/img_0053.png,assertive,55145269,W,0.9859
assertive/img_0054.png,assertive,1302470129,M,0.9867
assertive/img_0055.png,assertive,2478124465,W,0.9848
assertive/img_0056.png,assertive,655449780,W,0.9829
assertive/img_0057.png,assertive,591412339,M,0.9857
assertive/img_0058.png,assertive,1260790040,M,0.9861
assertive/img_0059.png,assertive,1836241163,M,0.9846
assertive/img_0060.png,assertive,2436647203,M,0.9872
assertive/img_0061.png,assertive,1158316779,M,0.9862
assertive/img_0062.png,assertive,353823474,M,0.982
assertive/img_0063.png,assertive,196371892,M,0.9868
assertive/img_0064.png,assertive,834621295,M,0.9839
assertive/img_0065.png,assertive,3857376068,M,0.9872
assertive/img_0066.png,assertive,85754069,M,0.9876
assertive/img_0067.png,assertive,4262963049,W,0.7011
assertive/img_0068.png,assertive,2467569490,M,0.9868
assertive/img_0069.png,assertive,3006836128,W,0.9865
assertive/img_0070.png,assertive,2717796918,W,0.9553
assertive/img_0071.png,assertive,4120212605,M,0.9873
assertive/img_0072.png,assertive,3947618745,W,0.975
assertive/img_0073.png,assertive,2757347824,M,0.987
assertive/img_0074.png,assertive,893127860,M,0.9806
assertive/img_0075.png,assertive,765033053,M,0.9868
assertive/img_0076.png,assertive,4288049491,M,0.9872
assertive/img_0077.png,assertive,243551794,W,0.9161
assertive/img_0078.png,assertive,3680724483,M,0.9862
assertive/img_0079.png,assertive,3281285404,W,0.9491
assertive/img_0080.png,assertive,3659640599,M,0.9868
assertive/img_0081.png,assertive,822006134,W,0.9867
assertive/img_0082.png,assertive,4165484661,M,0.9869
assertive/img_0083.png,assertive,3466819583,M,0.9875
assertive/img_0084.png,assertive,68560083,M,0.9866
assertive/img_0085.png,assertive,911786372,M,0.9869
assertive/img_0086.png,assertive,1636434003,M,0.9858
assertive/img_0087.png,assertive,2851023132,W,0.9861
assertive/img_0088.png,assertive,2622697942,M,0.9874
assertive/img_0089.png,assertive,1753733056,M,0.9865
assertive/img_0090.png,assertive,14176799,M,0.9858
assertive/img_0091.png,assertive,4152041409,M,0.9868
assertive/img_0092.png,assertive,2404577280,W,0.9834
assertive/img_0093.png,assertive,1506636946,W,0.9841
assertive/img_0094.png,assertive,3688369040,M,0.9716
assertive/img_0095.png,assertive,2986994697,M,0.9872
assertive/img_0096.png,assertive,2333592307,M,0.987
assertive/img_0097.png,assertive,1299704274,M,0.9839
assertive/img_0098.png,assertive,150513324,M,0.9869
assertive/img_0099.png,assertive,3089725633,M,0.9859
assertive/img_0100.png,assertive,3360973082,M,0.9859
